GR-IDENTIFICACAO-UORG;IT-NO-UNIDADE-ORGANIZACIONAL;IT-SG-UNIDADE-ORGANIZACIONAL;IT-SG-UF;GR-CEST-IDENTIFICACAO-UPAG;IT-CO-UORG-VINCULACAO
33200000000137;MTE/SRTE-SC/CTRAB-SC/NAT-SC;NAT-SC;SC;33200000001094;33200000000136
33200000000352;MTE/SRTE-SP/CTRAB-SP/NAT-SP;NAT-SP;SP;33200000001094;33200000000351
33200000001252;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-AC;AC;33200000001094;33200000000625
33200000001267;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-AL;AL;33200000001094;33200000000825
33200000001253;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-AM;AM;33200000001094;33200000000531
33200000001271;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-AP;AP;33200000001094;33200000000116
33200000001256;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-BA;BA;33200000001094;33200000000984
33200000001254;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-CE;CE;33200000001094;33200000000495
33200000001255;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-DF;DF;33200000001094;33200000000677
33200000001245;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-ES;ES;33200000001094;33200000000644
33200000001258;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-GO;GO;33200000001094;33200000000081
33200000001248;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-MA;MA;33200000001094;33200000000770
33200000001260;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-MG;MG;33200000001094;33200000000848
33200000001249;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-MS;MS;33200000001094;33200000000057
33200000001259;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-MT;MT;33200000001094;33200000000799
33200000001246;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-PA;PA;33200000001094;33200000000953
33200000001257;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-PB;PB;33200000001094;33200000000253
33200000001261;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-PE;PE;33200000001094;33200000000578
33200000001263;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-PI;PI;33200000001094;33200000000702
33200000001262;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-PR;PR;33200000001094;33200000000726
33200000001265;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-RJ;RJ;33200000001094;33200000000412
33200000001264;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-RN;RN;33200000001094;33200000001032
33200000001243;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-RO;RO;33200000001094;33200000000556
33200000001244;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-RR;RR;33200000001094;33200000000276
33200000001247;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-RS;RS;33200000001094;33200000000199
33200000001268;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-SC;SC;33200000001094;33200000000134
33200000001270;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-SE;SE;33200000001094;33200000000177
33200000001272;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-SP;SP;33200000001094;33200000000297
33200000001269;NUCLEO DE ECONOMIA POPULAR E SOLIDARIA;NEPS-TO;TO;33200000001094;33200000000037
33200000000641;NUCLEO DE GESTAO DE PESSOAS;NGP-AC;AC;33200000001094;33200000000640
33200000000846;NUCLEO DE GESTAO DE PESSOAS;NGP-AL;AL;33200000001094;33200000000844
33200000000545;NUCLEO DE GESTAO DE PESSOAS;NGP-AM;AM;33200000001094;33200000000543
33200000000131;NUCLEO DE GESTAO DE PESSOAS;NGP-AP;AP;33200000001094;33200000000128
33200000001030;NUCLEO DE GESTAO DE PESSOAS;NGP-BA;BA;33200000001094;33200000001028
33200000000513;NUCLEO DE GESTAO DE PESSOAS;NGP-CE;CE;33200000001094;33200000000511
33200000000701;NUCLEO DE GESTAO DE PESSOAS;NGP-DF;DF;33200000001094;33200000000698
33200000000659;NUCLEO DE GESTAO DE PESSOAS;NGP-ES;ES;33200000001094;33200000000657
33200000000097;NUCLEO DE GESTAO DE PESSOAS;NGP-GO;GO;33200000001094;33200000000096
33200000000787;NUCLEO DE GESTAO DE PESSOAS;NGP-MA;MA;33200000001094;33200000000784
33200000000946;NUCLEO DE GESTAO DE PESSOAS;NGP-MG;MG;33200000001094;33200000000945
33200000000065;NUCLEO DE GESTAO DE PESSOAS;NGP-MS;MS;33200000001094;33200000000064
33200000000818;NUCLEO DE GESTAO DE PESSOAS;NGP-MT;MT;33200000001094;33200000000816
33200000000959;NUCLEO DE GESTAO DE PESSOAS;NGP-PA;PA;33200000001094;33200000000958
33200000000260;NUCLEO DE GESTAO DE PESSOAS;NGP-PB;PB;33200000001094;33200000000259
33200000000594;NUCLEO DE GESTAO DE PESSOAS;NGP-PE;PE;33200000001094;33200000000592
33200000000723;NUCLEO DE GESTAO DE PESSOAS;NGP-PI;PI;33200000001094;33200000000722
33200000000768;NUCLEO DE GESTAO DE PESSOAS;NGP-PR;PR;33200000001094;33200000000765
33200000000486;NUCLEO DE GESTAO DE PESSOAS;NGP-RJ;RJ;33200000001094;33200000000484
33200000001051;NUCLEO DE GESTAO DE PESSOAS;NGP-RN;RN;33200000001094;33200000001049
33200000000562;NUCLEO DE GESTAO DE PESSOAS;NGP-RO;RO;33200000001094;33200000000560
33200000000296;NUCLEO DE GESTAO DE PESSOAS;NGP-RR;RR;33200000001094;33200000000293
33200000000224;NUCLEO DE GESTAO DE PESSOAS;NGP-RS;RS;33200000001094;33200000000223
33200000000174;NUCLEO DE GESTAO DE PESSOAS;NGP-SC;SC;33200000001094;33200000000171
33200000000191;NUCLEO DE GESTAO DE PESSOAS;NGP-SE;SE;33200000001094;33200000000190
33200000000345;NUCLEO DE GESTAO DE PESSOAS;NGP-SP;SP;33200000001094;33200000000343
33200000000046;NUCLEO DE GESTAO DE PESSOAS;NGP-TO;TO;33200000001094;33200000000043
33200000000629;NUCLEO DE IDENTIFICAA A O DO TRABALHADOR;NIRB-AC;AC;33200000001094;33200000000628
33200000000830;NUCLEO DE IDENTIFICACAO DO TRABALHADOR;NIRB-AL;AL;33200000001094;33200000000828
33200000000127;NUCLEO DE IDENTIFICACAO DO TRABALHADOR;NIRB-AP;AP;33200000001094;33200000000125
33200000000691;NUCLEO DE IDENTIFICACAO DO TRABALHADOR;NIRB-DF;DF;33200000001094;33200000000690
33200000000793;NUCLEO DE IDENTIFICACAO DO TRABALHADOR;NIRB-MA;MA;33200000001094;33200000000792
33200000000071;NUCLEO DE IDENTIFICACAO DO TRABALHADOR;NIRB-MS;MS;33200000001094;33200000000069
33200000000801;NUCLEO DE IDENTIFICACAO DO TRABALHADOR;NIRB-MT;MT;33200000001094;33200000000800
33200000000257;NUCLEO DE IDENTIFICACAO DO TRABALHADOR;NIRB-PB;PB;33200000001094;33200000000256
33200000000710;NUCLEO DE IDENTIFICACAO DO TRABALHADOR;NIRB-PI;PI;33200000001094;33200000000708
33200000001047;NUCLEO DE IDENTIFICACAO DO TRABALHADOR;NIRB-RN;RN;33200000001094;33200000001046
33200000000565;NUCLEO DE IDENTIFICACAO DO TRABALHADOR;NIRB-RO;RO;33200000001094;33200000000564
33200000000282;MTE/SRTE/SPT-RR/NIRB-RR;NIRB-RR;RR;33200000001094;33200000000280
33200000000287;SETOR DE SUPORTE E ATENDIMENTO AO TRABAL;NIRB-RR;RR;33200000001094;33200000000276
33200000000181;NUCLEO DE IDENTIFICACAO DO TRABALHADOR;NIRB-SE;SE;33200000001094;33200000000179
33200000000042;NUCLEO DE IDENTIFICACAO DO TRABALHADOR;NIRB-TO;TO;33200000001094;33200000000040
33200000001893;NUPEA-AC;NUPEA-AC;AC;33200000001094;33200000000628
33200000001850;NUPEA-AL;NUPEA-AL;AL;33200000001094;33200000000828
33200000001689;NUPEA-AM;NUPEA-AM;AM;33200000001094;33200000000538
33200000001897;NUPEA-AP;NUPEA-AP;AP;33200000001094;33200000000125
33200000001548;NUPEA-BA;NUPEA-BA;BA;33200000001094;33200000001020
33200000001540;NUPEA-CE;NUPEA-CE;CE;33200000001094;33200000000528
33200000001905;NUPEA-DF;NUPEA-DF;DF;33200000001094;33200000000690
33200000001507;NUPEA-ES;NUPEA-ES;ES;33200000001094;33200000000654
33200000001697;NUPEA-GO;NUPEA-GO;GO;33200000001094;33200000000085
33200000001886;NUPEA-MA;NUPEA-MA;MA;33200000001094;33200000000792
33200000001645;NUPEA-MG;NUPEA-MG;MG;33200000001094;33200000000942
33200000001915;NUPEA-MS;NUPEA-MS;MS;33200000001094;33200000000069
33200000001829;NUPEA-MT;NUPEA-MT;MT;33200000001094;33200000000800
33200000001672;NUPEA-PA;NUPEA-PA;PA;33200000001094;33200000000964
33200000001846;NUPEA-PB;NUPEA-PB;PB;33200000001094;33200000000256
33200000001512;NUPEA-PE;NUPEA-PE;PE;33200000001094;33200000000579
33200000001852;NUPEA-PI;NUPEA-PI;PI;33200000001094;33200000000708
33200000001513;NUPEA-PR;NUPEA-PR;PR;33200000001094;33200000000753
33200000001565;NUPEA-RJ;NUPEA-RJ;RJ;33200000001094;33200000000492
33200000001845;NUPEA-RN;NUPEA-RN;RN;33200000001094;33200000001046
33200000001861;NUPEA-RO;NUPEA-RO;RO;33200000001094;33200000000564
33200000001901;MTE/SRTE/SPT-RR/NUPEA-RR;NUPEA-RR;RR;33200000001094;33200000000280
33200000001669;NUPEA-RS;NUPEA-RS;RS;33200000001094;33200000000211
33200000001662;NUPEA-SC;NUPEA-SC;SC;33200000001094;33200000000168
33200000001909;NUPEA-SE;NUPEA-SE;SE;33200000001094;33200000000179
33200000001567;NUPEA-SP;NUPEA-SP;SP;33200000001094;33200000000409
33200000001876;NUPEA-TO;NUPEA-TO;TO;33200000001094;33200000000040
33200000001156;MTE/OUVID/OUV-COORD;OUV-COORD;DF;33200000001094;33200000001154
33200000001154;MTE/OUVID;OUVID;DF;33200000001094;33200000000001
33200000001216;MTE/CNES/PLE;PLE;DF;33200000001094;33200000001213
33200000000032;MTE/SRT/DRT/CGRS/CTRS/SAA;SAA;DF;33200000001094;33200000000033
33200000001279;SERVICO DE APOIO ADMINISTRATIVO;SAA;DF;33200000001094;33200000001143
33200000001284;MTE/CONJUR/DIAA/SAA;SAA;DF;33200000001094;33200000001057
33200000001942;SERV DE APOIO A ANALISE E INVESTIGACAO;SAAI;DF;33200000001094;33200000001231
33200000000017;SERV DE ANALISE DE ACIDENTES DE TRABALHO;SAAT;DF;33200000001094;33200000000016
33200000001446;SETOR DE ASSUNTOS ESTRATA GICOS;SAET;DF;33200000001094;33200000001114
33200000001107;MTE/SE/DGP/CGPAG/CPAG/DIPAG/SAF;SAF;DF;33200000001094;33200000001106
33200000000626;MTE/SRTE-AC/SAO-AC;SAO-AC;AC;33200000001094;33200000001703
33200000000826;MTE/SRTE-AL/SAO-AL;SAO-AL;AL;33200000001094;33200000001686
33200000000537;MTE/SRTE-AM/SAO-AM;SAO-AM;AM;33200000001094;33200000000531
33200000000133;MTE/SRTE-AP/SAO-AP;SAO-AP;AP;33200000001094;33200000001708
33200000001023;MTE/SRTE-BA/SAO-BA;SAO-BA;BA;33200000001094;33200000000984
33200000000499;MTE/SRTE-CE/SAO-CE;SAO-CE;CE;33200000001094;33200000000495
33200000000694;MTE/SRTE-DF/SAO-DF;SAO-DF;DF;33200000001094;33200000001550
33200000000662;MTE/SRTE-ES/SAO-ES;SAO-ES;ES;33200000001094;33200000000644
33200000000101;MTE/SRTE-GO/SAO-GO;SAO-GO;GO;33200000001094;33200000000081
33200000000772;MTE/SRTE-MA/SAO-MA;SAO-MA;MA;33200000001094;33200000001709
33200000000941;MTE/SRTE-MG/SAO-MG;SAO-MG;MG;33200000001094;33200000000848
33200000000063;MTE/SRTE-MS/SAO-MS;SAO-MS;MS;33200000001094;33200000001704
33200000000820;MTE/SRTE-MT/SAO-MT;SAO-MT;MT;33200000001094;33200000001554
33200000000963;MTE/SRTE-PA/SAO-PA;SAO-PA;PA;33200000001094;33200000000953
33200000000263;MTE/SRTE-PB/SAO-PB;SAO-PB;PB;33200000001094;33200000001553
33200000000597;MTE/SRTE-PE/SAO-PE;SAO-PE;PE;33200000001094;33200000000578
33200000000713;MTE/SRTE-PI/SAO-PI;SAO-PI;PI;33200000001094;33200000001705
33200000000764;MTE/SRTE-PR/SAO-PR;SAO-PR;PR;33200000001094;33200000000726
33200000000479;MTE/SRTE-RJ/SAO-RJ;SAO-RJ;RJ;33200000001094;33200000000412
33200000001053;MTE/SRTE-RN/SAO-RN;SAO-RN;RN;33200000001094;33200000001710
33200000000575;MTE/SRTE-RO/SAO-RO;SAO-RO;RO;33200000001094;33200000001555
33200000000288;MTE/SRTE-RR/SAO-RR;SAO-RR;RR;33200000001094;33200000001691
33200000000209;MTE/SRTE-RS/SAO-RS;SAO-RS;RS;33200000001094;33200000000199
33200000000176;MTE/SRTE-SC/SAO-SC;SAO-SC;SC;33200000001094;33200000000134
33200000000195;MTE/SRTE-SE/SAO-SE;SAO-SE;SE;33200000001094;33200000001693
33200000000350;MTE/SRTE-SP/SAO-SP;SAO-SP;SP;33200000001094;33200000000297
33200000000039;MTE/SRTE-TO/SAO-TO;SAO-TO;TO;33200000001094;33200000001701
33200000001071;MTE/SE/DPC/CGPC/CAPC/DIAPC/SAPC;SAPC;DF;33200000001094;33200000001070
33200000001056;MTE/CONJUR/CGAA/SAR;SAR;DF;33200000001094;33200000001055
33200000000633;MTE/SRTE-AC/SAS-AC;SAS-AC;AC;33200000001094;33200000001703
33200000000837;MTE/SRTE-AL/SAS-AL;SAS-AL;AL;33200000001094;33200000001686
33200000000553;MTE/SRTE-AM/SAS-AM;SAS-AM;AM;33200000001094;33200000000531
33200000000120;MTE/SRTE-AP/SAS-AP;SAS-AP;AP;33200000001094;33200000001708
33200000000997;MTE/SRTE-BA/SAS-BA;SAS-BA;BA;33200000001094;33200000000984
33200000000521;MTE/SRTE-CE/SAS-CE;SAS-CE;CE;33200000001094;33200000000495
33200000000687;MTE/SRTE-DF/SAS-DF;SAS-DF;DF;33200000001094;33200000001550
33200000000665;MTE/SRTE-ES/SAS-ES;SAS-ES;ES;33200000001094;33200000000644
33200000000082;MTE/SRTE-GO/SAS-GO;SAS-GO;GO;33200000001094;33200000000081
33200000000782;MTE/SRTE-MA/SAS-MA;SAS-MA;MA;33200000001094;33200000001709
33200000000885;MTE/SRTE-MG/SAS-MG;SAS-MG;MG;33200000001094;33200000000848
33200000000075;MTE/SRTE-MS/SAS-MS;SAS-MS;MS;33200000001094;33200000001704
33200000000809;MTE/SRTE-MT/SAS-MT;SAS-MT;MT;33200000001094;33200000001554
33200000000967;MTE/SRTE-PA/SAS-PA;SAS-PA;PA;33200000001094;33200000000953
33200000000275;MTE/SRTE-PB/SAS-PB;SAS-PB;PB;33200000001094;33200000001553
33200000000587;MTE/SRTE-PE/SAS-PE;SAS-PE;PE;33200000001094;33200000000578
33200000000717;MTE/SRTE-PI/SAS-PI;SAS-PI;PI;33200000001094;33200000001705
33200000000756;MTE/SRTE-PR/SAS-PR;SAS-PR;PR;33200000001094;33200000000726
33200000000470;MTE/SRTE-RJ/SAS-RJ;SAS-RJ;RJ;33200000001094;33200000000412
33200000001041;MTE/SRTE-RN/SAS-RN;SAS-RN;RN;33200000001094;33200000001710
33200000000559;MTE/SRTE-RO/SAS-RO;SAS-RO;RO;33200000001094;33200000001555
33200000000286;MTE/SRTE-RR/SAS-RR;SAS-RR;RR;33200000001094;33200000001691
33200000000204;MTE/SRTE-RS/SAS-RS;SAS-RS;RS;33200000001094;33200000000199
33200000000135;MTE/SRTE-SC/SAS-SC;SAS-SC;SC;33200000001094;33200000000134
33200000000196;MTE/SRTE-SE/SAS-SE;SAS-SE;SE;33200000001094;33200000001693
33200000000353;MTE/SRTE-SP/SAS-SP;SAS-SP;SP;33200000001094;33200000000297
33200000000051;MTE/SRTE-TO/SAS-TO;SAS-TO;TO;33200000001094;33200000001701
33200000001060;MTE/CONJUR/CGAT/SAT;SAT;DF;33200000001094;33200000001059
33200000001113;MTE/SE/SAT;SAT;DF;33200000001094;33200000001063
33200000001067;MTE/SE/DPC/CGTCE/SATCE;SATCE;DF;33200000001094;33200000001066
33200000001520;SDT;SDT;MG;33200000001094;33200000001151
33200000000870;SET DE INFORMACOES DIGITAIS TRABALHISTAS;SDT-MG;MG;33200000001094;33200000000848
33200000001063;MTE/SE;SE;DF;33200000001094;33200000000001
33200000001301;SET DE APOIO;SEA;DF;33200000001094;33200000001157
33200000001302;SET DE APOIO;SEA;DF;33200000001094;33200000001227
33200000001234;MTE/CORREG/COPAS/SEAC;SEAC;DF;33200000001094;33200000001233
33200000001329;SERVICO DE INFORMACOES DE CUSTOS;SEAC;DF;33200000001094;33200000001135
33200000001303;SERVICO DE APOIO ADMINISTRATIVO;SEAD;DF;33200000001094;33200000001229
33200000001501;SERVICO DE ADMINISTRACAO PREDIAL;SEAD;DF;33200000001094;33200000001922
33200000000640;MTE/SRTE-AC/SEAD-AC;SEAD-AC;AC;33200000001094;33200000001703
33200000000844;MTE/SRTE-AL/SEAD-AL;SEAD-AL;AL;33200000001094;33200000001686
33200000000543;MTE/SRTE-AM/SEAD-AM;SEAD-AM;AM;33200000001094;33200000000531
33200000000128;MTE/SRTE-AP/SEAD-AP;SEAD-AP;AP;33200000001094;33200000001708
33200000001028;MTE/SRTE-BA/SEAD-BA;SEAD-BA;BA;33200000001094;33200000000984
33200000000511;MTE/SRTE-CE/SEAD-CE;SEAD-CE;CE;33200000001094;33200000000495
33200000000698;MTE/SRTE-DF/SEAD-DF;SEAD-DF;DF;33200000001094;33200000001550
33200000000657;MTE/SRTE-ES/SEAD-ES;SEAD-ES;ES;33200000001094;33200000000644
33200000000096;SERVICO DE ADMINISTRACAO;SEAD-GO;GO;33200000001094;33200000000081
33200000000784;MTE/SRTE-MA/SEAD-MA;SEAD-MA;MA;33200000001094;33200000001709
33200000000945;MTE/SRTE-MG/SEAD-MG;SEAD-MG;MG;33200000001094;33200000000848
33200000000064;MTE/SRTE-MS/SEAD-MS;SEAD-MS;MS;33200000001094;33200000001704
33200000000816;MTE/SRTE-MT/SEAD-MT;SEAD-MT;MT;33200000001094;33200000001554
33200000000958;MTE/SRTE-PA/SEAD-PA;SEAD-PA;PA;33200000001094;33200000000953
33200000000259;MTE/SRTE-PB/SEAD-PB;SEAD-PB;PB;33200000001094;33200000001553
33200000000592;MTE/SRTE-PE/SEAD-PE;SEAD-PE;PE;33200000001094;33200000000578
33200000000722;MTE/SRTE-PI/SEAD-PI;SEAD-PI;PI;33200000001094;33200000001705
33200000000765;MTE/SRTE-PR/SEAD-PR;SEAD-PR;PR;33200000001094;33200000000726
33200000000484;MTE/SRTE-RJ/SEAD-RJ;SEAD-RJ;RJ;33200000001094;33200000000412
33200000001049;MTE/SRTE-RN/SEAD-RN;SEAD-RN;RN;33200000001094;33200000001710
33200000000560;MTE/SRTE-RO/SEAD-RO;SEAD-RO;RO;33200000001094;33200000001555
33200000000293;MTE/SRTE-RR/SEAD-RR;SEAD-RR;RR;33200000001094;33200000001691
33200000000223;MTE/SRTE-RS/SEAD-RS;SEAD-RS;RS;33200000001094;33200000000199
33200000000171;MTE/SRTE-SC/SEAD-SC;SEAD-SC;SC;33200000001094;33200000000134
33200000000190;MTE/SRTE-SE/SEAD-SE;SEAD-SE;SE;33200000001094;33200000001693
33200000000343;MTE/SRTE-SP/SEAD-SP;SEAD-SP;SP;33200000001094;33200000000297
33200000000043;MTE/SRTE-TO/SEAD-TO;SEAD-TO;TO;33200000001094;33200000001701
33200000001285;MTE/CONJUR/DIAE/SEAE;SEAE;DF;33200000001094;33200000001058
33200000001062;MTE/CONJUR/CGAT/CAT/SEAT;SEAT;DF;33200000001094;33200000001061
33200000001892;SETOR DE BENEFICIOS;SEB-AC;AC;33200000001094;33200000000628
33200000001847;SETOR DE BENEFICIOS;SEB-AL;AL;33200000001094;33200000000828
33200000001484;SETOR DE BENEFICIOS;SEB-AM;AM;33200000001094;33200000000538
33200000001493;SETOR DE BENEFICIOS;SEB-ANAPOL;GO;33200000001094;33200000000106
33200000001896;SETOR DE BENEFICIOS;SEB-AP;AP;33200000001094;33200000000125
33200000001413;SETOR DE BENEFICIOS;SEB-ARACAT;SP;33200000001094;33200000000311
33200000001882;SETOR DE BENEFICIOS;SEB-ARAGUA;TO;33200000001094;33200000001787
33200000001405;SETOR DE BENEFICIOS;SEB-ARARAQ;SP;33200000001094;33200000000339
33200000001390;SETOR DE BENEFICIOS;SEB-BA;BA;33200000001094;33200000001020
33200000001464;SETOR DE BENEFICIOS;SEB-BAGE;RS;33200000001094;33200000000227
33200000001394;SETOR DE BENEFICIOS;SEB-BARREI;BA;33200000001094;33200000001001
33200000001419;SETOR DE BENEFICIOS;SEB-BARRET;SP;33200000001094;33200000000347
33200000001420;SETOR DE BENEFICIOS;SEB-BAURU;SP;33200000001094;33200000000327
33200000001456;SETOR DE BENEFICIOS;SEB-BETIM;MG;33200000001094;33200000000890
33200000001729;SEB-CABO-FRIO;SEB-CABO-F;RJ;33200000001094;33200000000471
33200000001361;SETOR DE BENEFICIOS;SEB-CACHOE;ES;33200000001094;33200000000647
33200000001606;SEB-CA-GOYTACAZ;SEB-CA-GOY;RJ;33200000001094;33200000000459
33200000001398;SETOR DE BENEFICIOS;SEB-CAMACA;BA;33200000001094;33200000001025
33200000001424;SETOR DE BENEFICIOS;SEB-CAMPIN;SP;33200000001094;33200000000331
33200000001878;SEB-CAMPINAGR;SEB-CAMPIN;PB;33200000001094;33200000000270
33200000001448;SETOR DE BENEFICIOS;SEB-CARUAR;PE;33200000001094;33200000000601
33200000001452;SETOR DE BENEFICIOS;SEB-CASCAV;PR;33200000001094;33200000000739
33200000001385;SETOR DE BENEFICIOS;SEB-CE;CE;33200000001094;33200000000528
33200000001371;SETOR DE BENEFICIOS;SEB-CHAPEC;SC;33200000001094;33200000000147
33200000001656;SEB-C-LAFAIETE;SEB-C-LAFA;MG;33200000001094;33200000000886
33200000001363;SETOR DE BENEFICIOS;SEB-COLATI;ES;33200000001094;33200000000666
33200000001459;SETOR DE BENEFICIOS;SEB-CONTAG;MG;33200000001094;33200000000879
33200000001375;SETOR DE BENEFICIOS;SEB-CRICIU;SC;33200000001094;33200000000152
33200000001538;SEB-CX-DO-SUL;SEB-CX-DO-;RS;33200000001094;33200000000206
33200000001904;SETOR DE BENEFICIOS;SEB-DF;DF;33200000001094;33200000000690
33200000001473;SETOR DE BENEFICIOS;SEB-DIVINO;MG;33200000001094;33200000000933
33200000001866;SETOR DE BENEFICIOS;SEB-DOURAD;MS;33200000001094;33200000000076
33200000001692;SEB-DQ-CAXIAS;SEB-DQ-CAX;RJ;33200000001094;33200000000462
33200000001359;SETOR DE BENEFICIOS;SEB-ES;ES;33200000001094;33200000000654
33200000001409;SETOR DE BENEFICIOS;SEB-EUNAPO;BA;33200000001094;33200000000994
33200000001649;SEB-F-DO-IGUACU;SEB-F-DO-I;PR;33200000001094;33200000000750
33200000001572;SEB-FEIRA-SANTA;SEB-FEIRA-;BA;33200000001094;33200000000990
33200000001423;SETOR DE BENEFICIOS;SEB-FRANCA;SP;33200000001094;33200000000390
33200000001454;SETOR DE BENEFICIOS;SEB-GARANH;PE;33200000001094;33200000000614
33200000001488;SETOR DE BENEFICIOS;SEB-GO;GO;33200000001094;33200000000085
33200000001677;SEB-GOV-VALADARARES;SEB-GOV-VA;MG;33200000001094;33200000000929
33200000001775;SETOR DE BENEFICIOS;SEB-GUARAP;PR;33200000001094;33200000001640
33200000001425;SETOR DE BENEFICIOS;SEB-GUARUL;SP;33200000001094;33200000000381
33200000001412;SETOR DE BENEFICIOS;SEB-ILHEUS;BA;33200000001094;33200000001010
33200000001889;SETOR DE BENEFICIOS;SEB-IMPERA;MA;33200000001094;33200000000778
33200000001372;SETOR DE BENEFICIOS;SEB-IPATIN;MG;33200000001094;33200000000866
33200000001487;SETOR DE BENEFICIOS;SEB-ITAGUA;RJ;33200000001094;33200000000446
33200000001369;SETOR DE BENEFICIOS;SEB-ITAJAI;SC;33200000001094;33200000000138
33200000001528;SEB-JD-FORA;SEB-JD-FOR;MG;33200000001094;33200000000897
33200000001756;SEB-J-DO-NORTE;SEB-J-DO-N;CE;33200000001094;33200000001545
33200000001917;SETOR DE BENEFICIOS;SEB-JI-PAR;RO;33200000001094;33200000001762
33200000001381;SETOR DE BENEFICIOS;SEB-JOINVI;SC;33200000001094;33200000000160
33200000001416;SETOR DE BENEFICIOS;SEB-JUAZEI;BA;33200000001094;33200000000985
33200000001426;SETOR DE BENEFICIOS;SEB-JUNDIA;SP;33200000001094;33200000000377
33200000001383;SETOR DE BENEFICIOS;SEB-LAGES;SC;33200000001094;33200000000164
33200000001399;SETOR DE BENEFICIOS;SEB-LAJEAD;RS;33200000001094;33200000000200
33200000001458;SETOR DE BENEFICIOS;SEB-LONDRI;PR;33200000001094;33200000000742
33200000001885;SETOR DE BENEFICIOS;SEB-MA;MA;33200000001094;33200000000792
33200000001475;SETOR DE BENEFICIOS;SEB-MARABA;PA;33200000001094;33200000000976
33200000001428;SETOR DE BENEFICIOS;SEB-MARILI;SP;33200000001094;33200000000354
33200000001467;SETOR DE BENEFICIOS;SEB-MARING;PR;33200000001094;33200000000731
33200000001533;SEB-MONTES-CLAROS;SEB-M-CLAR;MG;33200000001094;33200000000905
33200000001453;SETOR DE BENEFICIOS;SEB-MG;MG;33200000001094;33200000000942
33200000001871;SETOR DE BENEFICIOS;SEB-MOSSOR;RN;33200000001094;33200000001034
33200000001914;SETOR DE BENEFICIOS;SEB-MS;MS;33200000001094;33200000000069
33200000001828;SETOR DE BENEFICIOS;SEB-MT;MT;33200000001094;33200000000800
33200000001490;SETOR DE BENEFICIOS;SEB-NITERO;RJ;33200000001094;33200000000453
33200000001558;SEB-NO-HAMBURGO;SEB-NO-HAM;RS;33200000001094;33200000000246
33200000001713;SEB-NOVA-IGUACU;SEB-NOVA-I;RJ;33200000001094;33200000000428
33200000001711;SEB-NV-FRIBURGO;SEB-NV-FRI;RJ;33200000001094;33200000000450
33200000001438;SETOR DE BENEFICIOS;SEB-OSASCO;SP;33200000001094;33200000000385
33200000001472;SETOR DE BENEFICIOS;SEB-PA;PA;33200000001094;33200000000964
33200000001609;SEB-P-ALEGRE;SEB-P-ALEG;MG;33200000001094;33200000000919
33200000001388;SETOR DE BENEFICIOS;SEB-PARACA;MG;33200000001094;33200000000915
33200000001855;SETOR DE BENEFICIOS;SEB-PARNAI;PI;33200000001094;33200000000704
33200000001843;SETOR DE BENEFICIOS;SEB-PB;PB;33200000001094;33200000000256
33200000001366;SETOR DE BENEFICIOS;SEB-PE;PE;33200000001094;33200000000579
33200000001407;SETOR DE BENEFICIOS;SEB-PELOTA;RS;33200000001094;33200000000221
33200000001469;SETOR DE BENEFICIOS;SEB-PETROL;PE;33200000001094;33200000000619
33200000001491;SETOR DE BENEFICIOS;SEB-PETROP;RJ;33200000001094;33200000000421
33200000001568;SEB-P-FUNDO;SEB-P-FUND;RS;33200000001094;33200000000242
33200000001851;SETOR DE BENEFICIOS;SEB-PI;PI;33200000001094;33200000000708
33200000001437;SETOR DE BENEFICIOS;SEB-PIRACI;SP;33200000001094;33200000000375
33200000001544;SEB-POCOS DE CALDA;SEB-POCOS-;MG;33200000001094;33200000000911
