GR-IDENTIFICACAO-UORG;IT-NO-UNIDADE-ORGANIZACIONAL;IT-SG-UNIDADE-ORGANIZACIONAL;IT-SG-UF;GR-CEST-IDENTIFICACAO-UPAG;IT-CO-UORG-VINCULACAO
33200000001376;SETOR DE RELACOES DO TRABALHO;SERT-JOINV;SC;33200000001094;33200000000160
33200000001415;SETOR DE RELACOES DO TRABALHO;SERT-JUAZE;BA;33200000001094;33200000000985
33200000000898;MTE/SRTE-MG/.../SERT-JUIZ DE FORA;SERT-JUIZD;MG;33200000001094;33200000000897
33200000000386;MTE/SRTE-SP/GRTE-JUNDIAI/SERT-JUNDIAI;SERT-JUNDI;SP;33200000001094;33200000000377
33200000001382;SETOR DE RELACOES DO TRABALHO;SERT-LAGES;SC;33200000001094;33200000000164
33200000001397;SETOR DE RELACOES DO TRABALHO;SERT-LAJEA;RS;33200000001094;33200000000200
33200000001457;SETOR DE RELACOES DO TRABALHO;SERT-LONDR;PR;33200000001094;33200000000742
33200000001474;SETOR DE RELACOES DO TRABALHO;SERT-MARAB;PA;33200000001094;33200000000976
33200000001427;SETOR DE RELACOES DO TRABALHO;SERT-MARIL;SP;33200000001094;33200000000354
33200000000735;MTE/SRTE-PR/GRTE-MARINGA/SERT-MARINGA;SERT-MARIN;PR;33200000001094;33200000000731
33200000001529;SERT-MONTES-CLAROS;SERT-M-CLA;MG;33200000001094;33200000000905
33200000001869;SETOR DE RELACOES DO TRABALHO;SERT-MOSSO;RN;33200000001094;33200000001034
33200000001559;SERT-N-HAMBURGO;SERT-N-HAM;RS;33200000001094;33200000000246
33200000000456;MTE/SRTE-RJ/GRTE-NITEROI/SERT-NITEROI;SERT-NITER;RJ;33200000001094;33200000000453
33200000000431;MTE/SRTE-RJ/.../SERT-NOVA IGUACU;SERT-NOVAI;RJ;33200000001094;33200000000428
33200000001706;SERT-NV-FRIBURGO;SERT-NV-FR;RJ;33200000001094;33200000000450
33200000001434;SETOR DE RELACOES DO TRABALHO;SERT-OSASC;SP;33200000001094;33200000000385
33200000001384;SETOR DE RELACOES DO TRABALHO;SERT-PARAC;MG;33200000001094;33200000000915
33200000001853;SETOR DE RELACOES DO TRABALHO;SERT-PARNA;PI;33200000001094;33200000000704
33200000001541;SERT-P-DE-CALDA;SERT-P-DE-;MG;33200000001094;33200000000911
33200000001410;SETOR DE RELACOES DO TRABALHO;SERT-PELOT;RS;33200000001094;33200000000221
33200000000424;MTE/SRTE-RJ/.../SERT-PETROPOLIS;SERT-PETRO;RJ;33200000001094;33200000000421
33200000001470;SETOR DE RELACOES DO TRABALHO;SERT-PETRO;PE;33200000001094;33200000000619
33200000001563;SERT-P-FUNDO;SERT-P-FUN;RS;33200000001094;33200000000242
33200000001433;SETOR DE RELACOES DO TRABALHO;SERT-PIRAC;SP;33200000001094;33200000000375
33200000001546;SERT-PONTE-NOVA;SERT-PONTE;MG;33200000001094;33200000000893
33200000000921;MTE/SRTE-MG/.../SERT-POUSO ALEGRE;SERT-POUSO;MG;33200000001094;33200000000919
33200000001614;SERT-P-PRUDENTE;SERT-P-PRU;SP;33200000001094;33200000000365
33200000001666;SERT-PT-GROSSA;SERT-PT-GR;PR;33200000001094;33200000000727
33200000000397;MTE/SRTE-SP/.../SERT-RIBEIRAO PRETO;SERT-RIBEP;SP;33200000001094;33200000000396
33200000001569;SERT-RIO-GRANDE;SERT-RIO-G;RS;33200000001094;33200000000234
33200000001587;SERT-SAN-ANGELO;SERT-SAN-A;RS;33200000001094;33200000000230
33200000000249;MTE/SRTE-RS/.../SERT-SANTA MARIA;SERT-SANTA;RS;33200000001094;33200000000248
33200000001476;SETOR DE RELACOES DO TRABALHO;SERT-SANTA;PA;33200000001094;33200000000954
33200000000372;MTE/SRTE-SP/GRTE-SANTOS/SERT-SANTOS;SERT-SANTO;SP;33200000001094;33200000000368
33200000000395;MTE/SRTE-SP/.../SERT-SANTO ANDRE;SERT-SANTO;SP;33200000001094;33200000000393
33200000000306;MTE/SRTE-SP/.../SERT-SAO CARLOS;SERT-SAOCA;SP;33200000001094;33200000000301
33200000000300;MTE/SRTE-SP/.../SERT-S.B.DO CAMPO;SERT-SBDOC;SP;33200000001094;33200000000298
33200000001579;SERT-S-CRUZ-SUL;SERT-S-CRU;RS;33200000001094;33200000000251
33200000001835;SETOR DE RELACOES DO TRABALHO;SERT-SINOP;MT;33200000001094;33200000001737
33200000000362;MTE/SRTE-SP/.../SERT-S.J.DOS CAMPOS;SERT-SJDOS;SP;33200000001094;33200000000358
33200000001635;SERT-S-J-R-PRET;SERT-S-J-R;SP;33200000001094;33200000000307
33200000001591;SERT-S-LEOPOLDO;SERT-S-LEO;RS;33200000001094;33200000000219
33200000001393;SETOR DE RELACOES DO TRABALHO;SERT-SOBRA;CE;33200000001094;33200000000515
33200000000321;MTE/SRTE-SP/GRTE-SOROCABA/SERT-SOROCABA;SERT-SOROC;SP;33200000001094;33200000000314
33200000001431;SETOR DE RELACOES DO TRABALHO;SERT-UBERA;MG;33200000001094;33200000000926
33200000000865;MTE/SRTE-MG/.../SERT-UBERLANDIA;SERT-UBERL;MG;33200000001094;33200000000861
33200000001418;SETOR DE RELACOES DO TRABALHO;SERT-URUGU;RS;33200000001094;33200000000239
33200000000851;MTE/SRTE-MG/GRTE-VARGINHA/SERT-VARGINHA;SERT-VARGI;MG;33200000001094;33200000000849
33200000001586;SERT-V-CONQUIST;SERT-V-CON;BA;33200000001094;33200000001004
33200000000438;MTE/SRTE-RJ/.../SERT-VOLTA REDONDA;SERT-VOLTA;RJ;33200000001094;33200000000433
33200000001298;SERVIDORES DETRAE;SERVDETRAE;DF;33200000001094;33200000001094
33200000000642;MTE/SRTE-AC/SEAD-AC/SESG-AC;SESG-AC;AC;33200000001094;33200000000640
33200000000845;MTE/SRTE-AL/SEAD-AL/SESG-AL;SESG-AL;AL;33200000001094;33200000000844
33200000000544;MTE/SRTE-AM/SEAD-AM/SESG-AM;SESG-AM;AM;33200000001094;33200000000543
33200000000129;MTE/SRTE-AP/SEAD-AP/SESG-AP;SESG-AP;AP;33200000001094;33200000000128
33200000001029;MTE/SRTE-BA/SEAD-BA/SESG-BA;SESG-BA;BA;33200000001094;33200000001028
33200000000512;MTE/SRTE-CE/SEAD-CE/SESG-CE;SESG-CE;CE;33200000001094;33200000000511
33200000000700;MTE/SRTE-DF/SEAD-DF/SESG-DF;SESG-DF;DF;33200000001094;33200000000698
33200000000658;MTE/SRTE-ES/SEAD-ES/SESG-ES;SESG-ES;ES;33200000001094;33200000000657
33200000000098;MTE/SRTE-GO/SEAD-GO/SESG-GO;SESG-GO;GO;33200000001094;33200000000096
33200000000785;MTE/SRTE-MA/SEAD-MA/SESG-MA;SESG-MA;MA;33200000001094;33200000000784
33200000000947;MTE/SRTE-MG/SEAD-MG/SESG-MG;SESG-MG;MG;33200000001094;33200000000945
33200000000066;MTE/SRTE-MS/SEAD-MS/SESG-MS;SESG-MS;MS;33200000001094;33200000000064
33200000000819;MTE/SRTE-MT/SEAD-MT/SESG-MT;SESG-MT;MT;33200000001094;33200000000816
33200000000960;MTE/SRTE-PA/SEAD-PA/SESG-PA;SESG-PA;PA;33200000001094;33200000000958
33200000000262;MTE/SRTE-PB/SEAD-PB/SESG-PB;SESG-PB;PB;33200000001094;33200000000259
33200000000593;MTE/SRTE-PE/SEAD-PE/SESG-PE;SESG-PE;PE;33200000001094;33200000000592
33200000000725;MTE/SRTE-PI/SEAD-PI/SESG-PI;SESG-PI;PI;33200000001094;33200000000722
33200000000766;MTE/SRTE-PR/SEAD-PR/SESG-PR;SESG-PR;PR;33200000001094;33200000000765
33200000000485;MTE/SRTE-RJ/SEAD-RJ/SESG-RJ;SESG-RJ;RJ;33200000001094;33200000000484
33200000001050;MTE/SRTE-RN/SEAD-RN/SESG-RN;SESG-RN;RN;33200000001094;33200000001049
33200000000561;MTE/SRTE-RO/SEAD-RO/SESG-RO;SESG-RO;RO;33200000001094;33200000000560
33200000000294;MTE/SRTE-RR/SEAD-RR/SESG-RR;SESG-RR;RR;33200000001094;33200000000293
33200000000225;MTE/SRTE-RS/SEAD-RS/SESG-RS;SESG-RS;RS;33200000001094;33200000000223
33200000000173;MTE/SRTE-SC/SEAD-SC/SESG-SC;SESG-SC;SC;33200000001094;33200000000171
33200000000193;MTE/SRTE-SE/SEAD-SE/SESG-SE;SESG-SE;SE;33200000001094;33200000000190
33200000000346;MTE/SRTE-SP/SEAD-SP/SESG-SP;SESG-SP;SP;33200000001094;33200000000343
33200000000045;MTE/SRTE-TO/SEAD-TO/SESG-TO;SESG-TO;TO;33200000001094;33200000000043
33200000000833;MTE/SRTE-AL/SEINT-AL/SESST-AL;SESST-AL;AL;33200000001094;33200000000831
33200000000550;MTE/SRTE-AM/SEINT-AM/SESST-AM;SESST-AM;AM;33200000001094;33200000000548
33200000000122;MTE/SRTE-AP/SEINT-AP/SESST-AP;SESST-AP;AP;33200000001094;33200000000121
33200000001017;MTE/SRTE-BA/SEINT-BA/SESST-BA;SESST-BA;BA;33200000001094;33200000001014
33200000000526;MTE/SRTE-CE/SEINT-CE/SESST-CE;SESST-CE;CE;33200000001094;33200000000524
33200000000685;MTE/SRTE-DF/SEINT-DF/SESST-DF;SESST-DF;DF;33200000001094;33200000000682
33200000000092;MTE/SRTE-GO/SEINT-GO/SESST-GO;SESST-GO;GO;33200000001094;33200000000091
33200000000796;MTE/SRTE-MA/SEINT-MA/SESST-MA;SESST-MA;MA;33200000001094;33200000000795
33200000000875;MTE/SRTE-MG/SEGUR-MG/SESST-MG;SESST-MG;MG;33200000001094;33200000000873
33200000000060;MTE/SRTE-MS/SEINT-MS/SESST-MS;SESST-MS;MS;33200000001094;33200000000058
33200000000812;MTE/SRTE-MT/SEINT-MT/SESST-MT;SESST-MT;MT;33200000001094;33200000000811
33200000000969;MTE/SRTE-PA/SEINT-PA/SESST-PA;SESST-PA;PA;33200000001094;33200000000968
33200000000268;MTE/SRTE-PB/SEINT-PB/SESST-PB;SESST-PB;PB;33200000001094;33200000000265
33200000000721;MTE/SRTE-PI/SEINT-PI/SESST-PI;SESST-PI;PI;33200000001094;33200000000718
33200000000761;MTE/SRTE-PR/SEINT-PR/SESST-PR;SESST-PR;PR;33200000001094;33200000000758
33200000000418;MTE/SRTE-RJ/SEGUR-RJ/SEFISC-RJ;SESST-RJ;RJ;33200000001094;33200000000416
33200000001040;MTE/SRTE-RN/SEINT-RN/SESST-RN;SESST-RN;RN;33200000001094;33200000001037
33200000000292;MTE/SRTE-RR/SEINT-RR/SESST-RR;SESST-RR;RR;33200000001094;33200000000289
33200000000237;MTE/SRTE-RS/SEGUR-RS/SESST-RS;SESST-RS;RS;33200000001094;33200000000236
33200000000188;MTE/SRTE-SE/SEINT-SE/SESST-SE;SESST-SE;SE;33200000001094;33200000000185
33200000000404;MTE/SRTE-SP/SEGUR-SP/SESST-SP;SESST-SP;SP;33200000001094;33200000000403
33200000000054;MTE/SRTE-TO/SEINT-TO/SESST-TO;SESST-TO;TO;33200000001094;33200000000052
33200000001699;SESUP;SESUP;DF;33200000001094;33200000001494
33200000001500;SERVICO DE TERCEIRIZACAO;SETER;DF;33200000001094;33200000001922
33200000001832;SERT-RONDONOPOLIS;SET-RONDON;MT;33200000001094;33200000000803
33200000001131;MTE/SE/DLOC/CGGOV/SEFIS;SFA;DF;33200000001094;33200000001519
33200000000012;SERVICO DE FISCALIZACAO DO FGTS;SFFGTS;DF;33200000001094;33200000000010
33200000000950;MTE/SRTE-MG/SFISC-MG;SFISC-MG;MG;33200000001094;33200000000848
33200000000481;MTE/SRTE-RJ/SFISC-RJ;SFISC-RJ;RJ;33200000001094;33200000000412
33200000000214;MTE/SRTE-RS/SFISC-RS;SFISC-RS;RS;33200000001094;33200000000199
33200000000324;MTE/SRTE-SP/SFISC-SP;SFISC-SP;SP;33200000001094;33200000000297
33200000000020;SERV FISC TRAB PORTUARIO E AQUAVIARIO;SFITPA;DF;33200000001094;33200000000016
33200000000011;SERVICO DE GESTAO DO FGTS;SGFGTS;DF;33200000001094;33200000000010
33200000001891;SETOR DE GESTAO DE PESSOAS;SGP-AC;AC;33200000001094;33200000000640
33200000001856;SETOR DE GESTAO DE PESSOAS;SGP-AL;AL;33200000001094;33200000000844
33200000001483;SETOR DE GESTAO DE PESSOAS;SGP-AM;AM;33200000001094;33200000000543
33200000001894;SETOR DE GESTAO DE PESSOAS;SGP-AP;AP;33200000001094;33200000000128
33200000001441;SETOR DE GESTAO DE PESSOAS;SGP-BA;BA;33200000001094;33200000001028
33200000001377;SETOR DE GESTAO DE PESSOAS;SGP-CE;CE;33200000001094;33200000000511
33200000001902;SETOR DE GESTAO DE PESSOAS;SGP-DF;DF;33200000001094;33200000000698
33200000001357;SETOR DE GESTAO DE PESSOAS;SGP-ES;ES;33200000001094;33200000000657
33200000001485;SETOR DE GESTAO DE PESSOAS;SGP-GO;GO;33200000001094;33200000000096
33200000001883;SETOR DE GESTAO DE PESSOAS;SGP-MA;MA;33200000001094;33200000000784
33200000001450;SETOR DE GESTAO DE PESSOAS;SGP-MG;MG;33200000001094;33200000000945
33200000001912;SETOR DE GESTAO DE PESSOAS;SGP-MS;MS;33200000001094;33200000000064
33200000001868;SETOR DE GESTAO DE PESSOAS;SGP-MT;MT;33200000001094;33200000000816
33200000001471;SETOR DE GESTAO DE PESSOAS;SGP-PA;PA;33200000001094;33200000000958
33200000001840;SETOR DE GESTAO DE PESSOAS;SGP-PB;PB;33200000001094;33200000000259
33200000001364;SETOR DE GESTAO DE PESSOAS;SGP-PE;PE;33200000001094;33200000000592
33200000001848;SETOR DE GESTAO DE PESSOAS;SGP-PI;PI;33200000001094;33200000000722
33200000001365;SETOR DE GESTAO DE PESSOAS;SGP-PR;PR;33200000001094;33200000000765
33200000001401;SETOR DE GESTAO DE PESSOAS;SGP-RJ;RJ;33200000001094;33200000000484
33200000001839;SETOR DE GESTAO DE PESSOAS;SGP-RN;RN;33200000001094;33200000001049
33200000001858;SETOR DE GESTAO DE PESSOAS;SGP-RO;RO;33200000001094;33200000000560
33200000001898;MTE/SRTE-RR/SEAD-RR/SGP-RR;SGP-RR;RR;33200000001094;33200000000293
33200000001358;SETOR DE GESTAO DE PESSOAS;SGP-RS;RS;33200000001094;33200000000223
33200000001462;SETOR DE GESTAO DE PESSOAS;SGP-SC;SC;33200000001094;33200000000171
33200000001906;SETOR DE GESTAO DE PESSOAS;SGP-SE;SE;33200000001094;33200000000190
33200000001403;SETOR DE GESTAO DE PESSOAS;SGP-SP;SP;33200000001094;33200000000343
33200000001872;SETOR DE GESTAO DE PESSOAS;SGP-TO;TO;33200000001094;33200000000043
33200000001771;SICA;SICA;DF;33200000001094;33200000001633
33200000001879;SETOR DE INSPECAO DO TRABALHO;SINT-ARAGU;TO;33200000001094;33200000001787
33200000001772;SETOR DE INSPECAO DO TRABALHO;SINT-GUARA;PR;33200000001094;33200000001640
33200000001753;SINT-J-DO-NORTE;SINT-J-DO-;CE;33200000001094;33200000001545
33200000001910;SETOR DE INSPECAO DO TRABALHO;SINT--JI-P;RO;33200000001094;33200000001762
33200000001836;SETOR DE INSPECAO DO TRABALHO;SINT-SINOP;MT;33200000001094;33200000001737
33200000000540;SIRB-AM;SIRB-AM;AM;33200000001094;33200000000538
33200000001021;SETOR DE IDENTIFICACAO DO TRABALHADOR;SIRB-BA;BA;33200000001094;33200000001020
33200000000530;SETOR DE IDENTIFICACAO DO TRABALHADOR;SIRB-CE;CE;33200000001094;33200000000528
33200000000655;SETOR DE IDENTIFICACAO DO TRABALHADOR;SIRB-ES;ES;33200000001094;33200000000654
33200000000087;SETOR DE IDENTIFICAA A O DO TRABALHADOR;SIRB-GO;GO;33200000001094;33200000000085
33200000000944;SETOR DE IDENTIFICACAO DO TRABALHADOR;SIRB-MG;MG;33200000001094;33200000000942
33200000000966;SETOR DE IDENTIFICACAO DO TRABALHADOR;SIRB-PA;PA;33200000001094;33200000000964
33200000000580;SETOR DE IDENTIFICACAO DO TRABALHADOR;SIRB-PE;PE;33200000001094;33200000000579
33200000000755;SETOR DE IDENTIFICACAO DO TRABALHADOR;SIRB-PR;PR;33200000001094;33200000000753
33200000000494;SETOR DE IDENTIFICACAO DO TRABALHADOR;SIRB-RJ;RJ;33200000001094;33200000000492
33200000000212;SETOR DE ID  TRABALHADOR BEN;SIRB-RS;RS;33200000001094;33200000000211
33200000000170;SETOR DE IDENTIFICACAO DO TRABALHADOR;SIRB-SC;SC;33200000001094;33200000000168
33200000000411;MTE/SRTE-SP/SPT-SP/SIRP-SP;SIRB-SP;SP;33200000001094;33200000000409
33200000001890;SIRP-AC;SIRP-AC;AC;33200000001094;33200000000628
33200000001857;SIRP-AL;SIRP-AL;AL;33200000001094;33200000000828
33200000001933;SIRP-AM;SIRP-AM;AM;33200000001094;33200000000538
33200000001895;SIRP-AP;SIRP-AP;AP;33200000001094;33200000000125
33200000001625;SIRP-BA;SIRP-BA;BA;33200000001094;33200000001020
33200000001934;SIRP-CE;SIRP-CE;CE;33200000001094;33200000000528
33200000001903;SIRP-DF;SIRP-DF;DF;33200000001094;33200000000690
33200000001932;SIRP-ES;SIRP-ES;ES;33200000001094;33200000000654
33200000001696;SIRP-GO;SIRP-GO;GO;33200000001094;33200000000085
33200000001884;SIRP-MA;SIRP-MA;MA;33200000001094;33200000000792
33200000001643;SIRP-MG;SIRP-MG;MG;33200000001094;33200000000942
33200000001911;SIRP-MS;SIRP-MS;MS;33200000001094;33200000000069
33200000001827;SIRP-MT;SIRP-MT;MT;33200000001094;33200000000800
33200000001935;SIRP-PA;SIRP-PA;PA;33200000001094;33200000000964
33200000001841;SIRP-PB;SIRP-PB;PB;33200000001094;33200000000256
33200000001511;SIRP-PE;SIRP-PE;PE;33200000001094;33200000000579
33200000001849;SIRP-PI;SIRP-PI;PI;33200000001094;33200000000708
33200000001936;SIRP-PR;SIRP-PR;PR;33200000001094;33200000000753
33200000001937;SIRP-RJ;SIRP-RJ;RJ;33200000001094;33200000000492
33200000001842;SIRP-RN;SIRP-RN;RN;33200000001094;33200000001046
33200000001859;SIRP-RO;SIRP-RO;RO;33200000001094;33200000000564
33200000001899;MTE/SRTE/SPT-RR/SIRP-RR;SIRP-RR;RR;33200000001094;33200000000280
33200000001938;SIRP-RS;SIRP-RS;RS;33200000001094;33200000000211
33200000001660;SIRP-SC;SIRP-SC;SC;33200000001094;33200000000168
33200000001907;SIRP-SE;SIRP-SE;SE;33200000001094;33200000000179
33200000001873;SIRP-TO;SIRP-TO;TO;33200000001094;33200000000040
33200000000002;MTE/SIT;SIT;DF;33200000001094;33200000000001
33200000001770;SOPO;SOPO;DF;33200000001094;33200000001633
33200000001293;SERVIDORES ORIGINARIOS DO MTE;SORGMTE;DF;33200000001094;33200000001094
33200000001126;MTE/SE/DLOC/CGRL/CODIN/SPROT;SPE;DF;33200000001094;33200000001123
33200000001185;MTE/SPT;SPT;DF;33200000001094;33200000000001
33200000000628;MTE/SRTE-AC/SPT-AC;SPT-AC;AC;33200000001094;33200000001703
33200000000828;MTE/SRTE-AL/SPT-AL;SPT-AL;AL;33200000001094;33200000001686
33200000000538;MTE/SRTE-AM/SPT-AM;SPT-AM;AM;33200000001094;33200000000531
33200000000125;MTE/SRTE-AP/SPT-AP;SPT-AP;AP;33200000001094;33200000001708
33200000001020;MTE/SRTE-BA/SPT-BA;SPT-BA;BA;33200000001094;33200000000984
33200000000528;MTE/SRTE-CE/SPT-CE;SPT-CE;CE;33200000001094;33200000000495
33200000000690;MTE/SRTE-DF/SPT-DF;SPT-DF;DF;33200000001094;33200000001550
33200000000630;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-AC;AC;33200000001094;33200000000625
33200000001796;SPTER-AC;SPTER-AC;AC;33200000001094;33200000001703
33200000000829;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-AL;AL;33200000001094;33200000000825
33200000001765;SPTER-AL;SPTER-AL;AL;33200000001094;33200000001686
33200000000539;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-AM;AM;33200000001094;33200000000531
33200000001505;SPTER-AM;SPTER-AM;AM;33200000001094;33200000000531
33200000000126;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-AP;AP;33200000001094;33200000000116
33200000001799;SPTER-AP;SPTER-AP;AP;33200000001094;33200000001708
33200000001022;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-BA;BA;33200000001094;33200000000984
33200000001629;SPTER-BA;SPTER-BA;BA;33200000001094;33200000000984
33200000000529;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-CE;CE;33200000001094;33200000000495
33200000001542;SPTER-CE;SPTER-CE;CE;33200000001094;33200000000495
33200000000692;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-DF;DF;33200000001094;33200000000677
33200000001811;SPTER-DF;SPTER-DF;DF;33200000001094;33200000001550
33200000000656;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-ES;ES;33200000001094;33200000000644
33200000001508;SPTER-ES;SPTER-ES;ES;33200000001094;33200000000644
33200000000086;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-GO;GO;33200000001094;33200000000081
33200000001698;SPTER-GO;SPTER-GO;GO;33200000001094;33200000000081
33200000000794;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-MA;MA;33200000001094;33200000000770
33200000001791;SPTER-MA;SPTER-MA;MA;33200000001094;33200000001709
33200000000943;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-MG;MG;33200000001094;33200000000848
33200000001647;SPTER-MG;SPTER-MG;MG;33200000001094;33200000000848
33200000000070;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-MS;MS;33200000001094;33200000000057
33200000001823;SPTER-MS;SPTER-MS;MS;33200000001094;33200000001704
33200000000802;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-MT;MT;33200000001094;33200000000799
33200000001732;SPTER-MT;SPTER-MT;MT;33200000001094;33200000001554
33200000000965;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-PA;PA;33200000001094;33200000000953
33200000001671;SPTER-PA;SPTER-PA;PA;33200000001094;33200000000953
33200000000258;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-PB;PB;33200000001094;33200000000253
33200000001752;SPTER-PB;SPTER-PB;PB;33200000001094;33200000001553
33200000000581;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-PE;PE;33200000001094;33200000000578
33200000001919;SPTER-PE;SPTER-PE;PE;33200000001094;33200000000578
33200000000709;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-PI;PI;33200000001094;33200000000702
33200000001759;SPTER-PI;SPTER-PI;PI;33200000001094;33200000001705
33200000000754;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-PR;PR;33200000001094;33200000000726
33200000001503;SPTER-PR;SPTER-PR;PR;33200000001094;33200000000726
33200000000493;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-RJ;RJ;33200000001094;33200000000412
33200000001576;SPTER-RJ;SPTER-RJ;RJ;33200000001094;33200000000412
33200000001048;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-RN;RN;33200000001094;33200000001032
33200000001744;SPTER-RN;SPTER-RN;RN;33200000001094;33200000001710
33200000000566;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-RO;RO;33200000001094;33200000000556
33200000001766;SPTER-RO;SPTER-RO;RO;33200000001094;33200000001555
33200000000281;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-RR;RR;33200000001094;33200000000276
33200000001803;MTE/SRTE-RR/SPTER-RR;SPTER-RR;RR;33200000001094;33200000001691
33200000000213;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-RS;RS;33200000001094;33200000000199
33200000001665;SPTER-RS;SPTER-RS;RS;33200000001094;33200000000199
33200000000169;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-SC;SC;33200000001094;33200000000134
33200000001678;SPTER-SC;SPTER-SC;SC;33200000001094;33200000000134
33200000000180;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-SE;SE;33200000001094;33200000000177
33200000001819;SPTER-SE;SPTER-SE;SE;33200000001094;33200000001693
33200000000410;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-SP;SP;33200000001094;33200000000297
33200000001521;SPTER-SP;SPTER-SP;SP;33200000001094;33200000000297
33200000000041;SETOR DE POLITICAS DE TRABALHO EMPREGO;SPTER-TO;TO;33200000001094;33200000000037
33200000001786;SPTER-TO;SPTER-TO;TO;33200000001094;33200000001701
33200000000654;MTE/SRTE-ES/SPT-ES;SPT-ES;ES;33200000001094;33200000000644
33200000000085;MTE/SRTE-GO/SPT-GO;SPT-GO;GO;33200000001094;33200000000081
33200000000792;MTE/SRTE-MA/SPT-MA;SPT-MA;MA;33200000001094;33200000001709
33200000000942;MTE/SRTE-MG/SPT-MG;SPT-MG;MG;33200000001094;33200000000848
33200000000069;MTE/SRTE-MS/SPT-MS;SPT-MS;MS;33200000001094;33200000001704
33200000000800;MTE/SRTE-MT/SPT-MT;SPT-MT;MT;33200000001094;33200000001554
33200000000964;MTE/SRTE-PA/SPT-PA;SPT-PA;PA;33200000001094;33200000000953
33200000000256;MTE/SRTE-PB/SPT-PB;SPT-PB;PB;33200000001094;33200000001553
33200000000579;MTE/SRTE-PE/SPT-PE;SPT-PE;PE;33200000001094;33200000000578
33200000000708;MTE/SRTE-PI/SPT-PI;SPT-PI;PI;33200000001094;33200000001705
33200000000753;MTE/SRTE-PR/SPT-PR;SPT-PR;PR;33200000001094;33200000000726
33200000000492;MTE/SRTE-RJ/SPT-RJ;SPT-RJ;RJ;33200000001094;33200000000412
33200000001046;MTE/SRTE-RN/SPT-RN;SPT-RN;RN;33200000001094;33200000001710
33200000000564;MTE/SRTE-RO/SPT-RO;SPT-RO;RO;33200000001094;33200000001555
33200000000280;MTE/SRTE-RR/SPT-RR;SPT-RR;RR;33200000001094;33200000001691
33200000000211;MTE/SRTE-RS/SPT-RS;SPT-RS;RS;33200000001094;33200000000199
33200000000168;MTE/SRTE-SC/SPT-SC;SPT-SC;SC;33200000001094;33200000000134
33200000000179;MTE/SRTE-SE/SPT-SE;SPT-SE;SE;33200000001094;33200000001693
33200000000409;MTE/SRTE-SP/SPT-SP;SPT-SP;SP;33200000001094;33200000000297
33200000001136;MTE/SE/DLOC/CGCC/SRCONT;SRCONT;DF;33200000001094;33200000001135
33200000000027;MTE/SRT;SRT;DF;33200000001094;33200000000001
33200000000625;SRTE NO ESTADO DO ACRE;SRTE-AC;AC;33200000001094;33200000000001
33200000001703;SRTE-AC;SRTE-AC;AC;33200000001094;33200000000001
33200000000825;SRTE NO ESTADO ALAGOAS;SRTE-AL;AL;33200000001094;33200000000001
33200000001686;SRTE-AL;SRTE-AL;AL;33200000001094;33200000000001
33200000000531;MTE/SRTE-AM;SRTE-AM;AM;33200000001094;33200000000001
33200000000116;SRTE NO ESTADO DO AMAPA;SRTE-AP;AP;33200000001094;33200000000001
33200000001708;SRTE-AP;SRTE-AP;AP;33200000001094;33200000000001
33200000000984;MTE/SRTE-BA;SRTE-BA;BA;33200000001094;33200000000001
33200000000495;MTE/SRTE-CE;SRTE-CE;CE;33200000001094;33200000000001
33200000000677;SRTE NO DISTRITO FEDERAL;SRTE-DF;DF;33200000001094;33200000000001
33200000001550;SRTE-DF;SRTE-DF;DF;33200000001094;33200000000001
33200000000644;MTE/SRTE-ES;SRTE-ES;ES;33200000001094;33200000000001
33200000000081;MTE/SRTE-GO;SRTE-GO;GO;33200000001094;33200000000001
33200000000770;SRTE NO ESTADO DO MARANHAO;SRTE-MA;MA;33200000001094;33200000000001
